Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-05:00,71.34403937841115,72.39407027941263,71.09116882440814,72.3338623046875,135480400,0.0,0.0
2020-01-03 00:00:00-05:00,71.56320547713457,72.38925722098051,71.40666619485818,71.6306381225586,146322800,0.0,0.0
2020-01-06 00:00:00-05:00,70.7540060340311,72.23993474282962,70.50353879987532,72.20140075683594,118387200,0.0,0.0
2020-01-07 00:00:00-05:00,72.211041164577,72.4663224088167,71.64268136784916,71.8618392944336,108872000,0.0,0.0
2020-01-08 00:00:00-05:00,71.56562119935828,73.31887745373415,71.56562119935828,73.01783752441406,132079200,0.0,0.0
2020-01-09 00:00:00-05:00,73.99320238999518,74.76145686133366,73.74274246581768,74.56879425048828,170108400,0.0,0.0
2020-01-10 00:00:00-05:00,74.80241031619431,75.3009342510977,74.23645372460896,74.73738098144531,140644800,0.0,0.0
2020-01-13 00:00:00-05:00,75.05285582286368,76.36057125816924,74.9348431957367,76.33407592773438,121532000,0.0,0.0
2020-01-14 00:00:00-05:00,76.27147857331117,76.48100118582082,75.18051017572739,75.30332946777344,161954400,0.0,0.0
2020-01-15 00:00:00-05:00,75.10343270524221,75.98246770801262,74.54951490172726,74.98060607910156,121923600,0.0,0.0
2020-01-16 00:00:00-05:00,75.52248959606675,76.03064882750155,75.1612416745226,75.91986083984375,108829200,0.0,0.0
2020-01-17 00:00:00-05:00,76.16791647174253,76.76277166888072,75.86206254796348,76.76036834716797,137816400,0.0,0.0
2020-01-21 00:00:00-05:00,76.38948797518701,76.8302072165908,76.10289736234121,76.24017333984375,110843200,0.0,0.0
2020-01-22 00:00:00-05:00,76.72422448512405,77.06379835057774,76.41837061392836,76.51229858398438,101832400,0.0,0.0
2020-01-23 00:00:00-05:00,76.56529382668359,76.96025438766408,76.01860061750638,76.88078308105469,104472000,0.0,0.0
2020-01-24 00:00:00-05:00,77.12642473209515,77.86818383448923,76.46895092458591,76.65921020507812,146537600,0.0,0.0
2020-01-27 00:00:00-05:00,74.67233390344245,75.08415437016195,73.4248264992336,74.40501403808594,161940000,0.0,0.0
2020-01-28 00:00:00-05:00,75.28406920782065,76.68089158109271,75.18532722614749,76.50990295410156,162234000,0.0,0.0
2020-01-29 00:00:00-05:00,78.13791500924663,78.95674202148273,77.39855929233421,78.11141967773438,216229200,0.0,0.0
2020-01-30 00:00:00-05:00,77.19625539826748,78.0512056603916,76.7651642610764,77.99822235107422,126743200,0.0,0.0
2020-01-31 00:00:00-05:00,77.29017484753824,77.71163064497078,74.24606365244907,74.53987884521484,199588400,0.0,0.0
2020-02-03 00:00:00-05:00,73.2851511845041,75.49839714349714,72.78422401879573,74.3351821899414,173788400,0.0,0.0
2020-02-04 00:00:00-05:00,75.93670624597806,76.97951249486786,75.53211041551288,76.78925323486328,136616400,0.0,0.0
2020-02-05 00:00:00-05:00,77.91393700101683,78.21257356762338,76.81334075627086,77.41542053222656,118826800,0.0,0.0
2020-02-06 00:00:00-05:00,77.68514573263211,78.32334878116308,77.12882464602528,78.32093811035156,105425600,0.0,0.0
2020-02-07 00:00:00-05:00,77.82124622907054,78.06989154294402,76.76631409771366,77.25636291503906,117684000,0.1925,0.0
2020-02-10 00:00:00-05:00,75.8441484328751,77.623291015625,75.7644885208781,77.623291015625,109348800,0.0,0.0
2020-02-11 00:00:00-05:00,78.11816550122239,78.19058359645562,76.93769897957516,77.15496063232422,94323200,0.0,0.0
2020-02-12 00:00:00-05:00,77.60398368209574,78.9920538114317,77.60398368209574,78.98722839355469,113730400,0.0,0.0
2020-02-13 00:00:00-05:00,78.26060628866534,78.7506551305069,78.05782821966719,78.42475891113281,94747600,0.0,0.0
2020-02-14 00:00:00-05:00,78.39337649475979,78.6927218682662,77.93712767417983,78.44407653808594,80113600,0.0,0.0
2020-02-18 00:00:00-05:00,76.12900862033511,77.18877358272158,75.94795598487916,77.00772094726562,152531200,0.0,0.0
2020-02-19 00:00:00-05:00,77.24911404532844,78.3523297233802,77.24911404532844,78.12299346923828,93984000,0.0,0.0
